step,pair,freq,total_tokens,compression,time_sec
6501,[C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][C],445,16558504,5.4599,808.9
6502,[C][C][=C][Branch2][Ring1][#C],445,16558059,5.4601,809
6503,[C][C][=C][Branch2][Ring1][Branch1],445,16557614,5.4602,809.1
6504,[O][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],445,16557169,5.4604,809.3
6505,[C][O][C][C][O][C][C][O][C][C],445,16556724,5.4605,809.4
6506,[/C][=Branch2][Ring1][O][=C],445,16556279,5.4606,809.5
6507,[Ring2][Ring1][C][C][C][Ring2][Ring1][Branch2],445,16555834,5.4608,809.7
6508,[C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],445,16555389,5.4609,809.8
6509,[O][=C][Branch1][=C][N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],445,16554944,5.4611,810
6510,[/C][=C][/C@H1][Branch1],445,16554499,5.4612,810.1
6511,[O][C][Branch1][C][N][=C][Branch1][Ring1][C][#N],445,16554054,5.4614,810.3
6512,[C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C],445,16553609,5.4615,810.4
6513,[N][C][=C][C][=C][Branch1][=C][O][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1],445,16553164,5.4617,810.5
6514,[C][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F],445,16552719,5.4618,810.7
6515,[N][C][=C][Branch1][Ring1][C][#N][C][=N],445,16552274,5.462,810.8
6516,[C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],444,16551830,5.4621,811
6517,[O][C][Ring2][Ring1][#Branch1],444,16551386,5.4623,811.2
6518,[O][=C][Branch1][C][O][C][=C][C][=C][Branch2][Ring2],444,16550942,5.4624,811.3
6519,[C][Branch1][Ring1][O][C][=C][Ring1][=Branch2],444,16550498,5.4626,811.5
6520,[C][C][N][Branch1][C][C][C][=Branch1][C][=O],444,16550054,5.4627,811.6
6521,[=C][N][Ring1][#C],444,16549610,5.4628,811.7
6522,[C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2],444,16549166,5.463,811.9
6523,[C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],444,16548722,5.4631,812
6524,[O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2],444,16548278,5.4633,812.1
6525,[N][C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],444,16547834,5.4634,812.3
6526,[S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=N][S][Ring1][Branch1],444,16547390,5.4636,812.4
6527,[N+1][Branch1][C],443,16546947,5.4637,812.5
6528,[O][C][N][C][C],443,16546504,5.4639,812.6
6529,[O][N+1][=Branch1][C][=O][O-1],443,16546061,5.464,812.7
6530,[C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O],443,16545618,5.4642,812.9
6531,[C][N][Ring1][P],443,16545175,5.4643,813
6532,[C][O][Ring1][Ring2],443,16544732,5.4645,813.1
6533,[C][C][Ring1][#C][=O],443,16544289,5.4646,813.2
6534,[C@@H1][C][C][C@][Branch1][C][C],443,16543846,5.4648,813.4
6535,[C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],443,16543403,5.4649,813.5
6536,[C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N],443,16542960,5.465,813.7
6537,[=N][N][Ring2][Ring1][Branch1],443,16542517,5.4652,813.8
6538,[C][=Branch1][=Branch1][=C][Ring1],443,16542074,5.4653,813.9
6539,[C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=O],443,16541631,5.4655,814
6540,[C][=C][C][=C][Branch1][Ring1][S][C][C][=C][Ring1][Branch2],443,16541188,5.4656,814.2
6541,[C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring1][S],443,16540745,5.4658,814.3
6542,[N][=C][Ring1][Branch2][Ring1],442,16540303,5.4659,814.4
6543,[=N][C][=C][N][=C],442,16539861,5.4661,814.5
6544,[C][=C][C][=C][C][Branch1][C][Cl][=C],442,16539419,5.4662,814.7
6545,[C][=C][Ring1][#C][F],442,16538977,5.4664,814.8
6546,[N][C][=Branch1][C][=O][/C][=C][/C],442,16538535,5.4665,815
6547,[C][=C][Ring2][Ring1][=Branch2][O],442,16538093,5.4667,815.1
6548,[O][C][C][=C][S],442,16537651,5.4668,815.2
6549,[NH1][Ring2][Ring1][=Branch2],442,16537209,5.4669,815.4
6550,[C][N][C][Branch1][#C],442,16536767,5.4671,815.5
6551,[C][C][C][=N][NH1],442,16536325,5.4672,815.7
6552,[C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O],442,16535883,5.4674,815.8
6553,[S][C][Ring1][=Branch1][=C][Ring1][#Branch2],442,16535441,5.4675,816
6554,[C][Branch1][C][O][=N][Ring1][Branch2],442,16534999,5.4677,816.1
6555,[Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2],442,16534557,5.4678,816.3
6556,[C][=C][N][N][=C][Branch1][Ring1][O][C][S],442,16534115,5.468,816.4
6557,[C][=C][N][N][=C][Branch1][Ring1][O][C][S][C][Ring1][#Branch1][=N][Ring1][#Branch2],442,16533673,5.4681,816.6
6558,[C][=C][N],441,16533232,5.4683,816.7
6559,[C][=C][N][=N],441,16532791,5.4684,816.8
6560,[C@][Ring1][=C],441,16532350,5.4686,816.9
6561,[C][N][=C][Ring1][=Branch2],441,16531909,5.4687,817
6562,[C][C][O][C][=C][C][=N],441,16531468,5.4688,817.2
6563,[C][C][=N][C][Branch2][Ring1][#Branch1],441,16531027,5.469,817.3
6564,[C][C][Ring1][=C][=O],441,16530586,5.4691,817.4
6565,[=N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1],441,16530145,5.4693,817.5
6566,[=N][N][Ring1][S],441,16529704,5.4694,817.6
6567,[N][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F],441,16529263,5.4696,817.8
6568,[=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C],441,16528822,5.4697,817.9
6569,[=N][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1],441,16528381,5.4699,818
6570,[=C][Ring2][Ring1][Ring1][O],440,16527941,5.47,818.2
6571,[C][=Branch1][C][=O][C][O][C][=Branch1][C][=O],440,16527501,5.4702,818.3
6572,[N][C][=N][C][Branch1][C][Cl][=C],440,16527061,5.4703,818.4
6573,[C][C][N][C][=Branch1][C][=S],440,16526621,5.4704,818.5
6574,[N][C][=C][C][Branch1][#Branch2],440,16526181,5.4706,818.7
6575,[C][=C][Ring1][Branch1][N][C][=Branch1][C][=O],440,16525741,5.4707,818.8
6576,[C][=C][C][=C][NH1][Ring1][Branch1],440,16525301,5.4709,818.9
6577,[=N][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2],440,16524861,5.471,819.1
6578,[N][C][=C][N][=C][C][=N][Ring1][=Branch1],440,16524421,5.4712,819.2
6579,[C][Branch1][Branch1][C][C][Ring1][=Branch1],440,16523981,5.4713,819.4
6580,[/C][=C][/C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],440,16523541,5.4715,819.5
6581,[Ring1][O][C][C@@H1][Ring1][S],440,16523101,5.4716,819.6
6582,[C][C@H1][O][C][=Branch1][C][=O],439,16522662,5.4718,819.8
6583,[Branch2][Ring2][Branch1][C][=Branch1][C][=O],439,16522223,5.4719,819.9
6584,[O][=C][C][Branch1][C][Cl][=C],439,16521784,5.472,820
6585,[C][N][Branch2][Ring1][P],439,16521345,5.4722,820.1
6586,[N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1],439,16520906,5.4723,820.3
6587,[C][C][N][C][Ring1][Branch1],439,16520467,5.4725,820.4
6588,[C][=C][C][=C][Branch2][Ring1][Branch2][C][=N],439,16520028,5.4726,820.5
6589,[C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1],439,16519589,5.4728,820.6
6590,[O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1],439,16519150,5.4729,820.8
6591,[C][N][C][=C][C][=C][Ring1][Branch1][C][=Branch1][C][=O],439,16518711,5.4731,820.9
6592,[C@@H1][Branch1][C][C][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@H1],439,16518272,5.4732,821
6593,[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][C@H1][Branch1][C][N][C][=Branch1][C][=O],439,16517833,5.4734,821.2
6594,[N][C][=C][C][=C][C][=C][Ring1][=Branch1][Br],438,16517395,5.4735,821.3
6595,[O][C@H1][O][C@H1][Branch1],438,16516957,5.4736,821.5
6596,[C][Branch1][#C][O][C],438,16516519,5.4738,821.6
6597,[Branch2][Branch1][C][N][C][=Branch1][C][=O],438,16516081,5.4739,821.7
6598,[C][=Branch2][Ring1][Ring2],438,16515643,5.4741,821.9
6599,[C][Branch1][C][Cl][=N][Ring1][#Branch1],438,16515205,5.4742,822.1
6600,[C][=C][N][Branch1][C][C][C][=N][Ring1][=Branch1],438,16514767,5.4744,822.2
6601,[C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],438,16514329,5.4745,822.3
6602,[C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1],438,16513891,5.4747,822.5
6603,[N][C][=Branch1][C][=O][C][C][=N][N][C][=C][C][=N][C][=Ring1][=Branch2][Ring1][=Branch1],438,16513453,5.4748,822.6
6604,[C][O][Ring1][=Branch1],437,16513016,5.475,822.7
6605,[C][=C][Ring1][#Branch2][O],437,16512579,5.4751,822.9
6606,[C][O][C][=C][Branch2][Ring1],437,16512142,5.4752,823
6607,[N][=Ring1][#Branch2],437,16511705,5.4754,823.1
6608,[=Branch1][C][Branch1][C][C][C][=N],437,16511268,5.4755,823.2
6609,[/C][=C][\C][C][C],437,16510831,5.4757,823.3
6610,[S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=C],437,16510394,5.4758,823.5
6611,[C][Branch2][Ring1][=C][N][C][=Branch1][C][=O],437,16509957,5.476,823.6
6612,[O][Ring1][#C][C][=C][Ring2][Ring1][Branch1],437,16509520,5.4761,823.7
6613,[=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],437,16509083,5.4763,823.8
6614,[=N][O][Ring2][Ring1][=Branch1],437,16508646,5.4764,823.9
6615,[=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],437,16508209,5.4765,824.1
6616,[N][=C][Branch1][#C][S][C][C][=Branch1][C][=O],437,16507772,5.4767,824.2
6617,[C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=Ring1],437,16507335,5.4768,824.3
6618,[O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O],437,16506898,5.477,824.5
6619,[N][=C][N][=C],436,16506463,5.4771,824.6
6620,[C@H1][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],436,16506027,5.4773,824.8
6621,[C][=C][C][=C][Ring2][Ring1][#Branch1],436,16505591,5.4774,824.9
6622,[C][Branch1][P][C][=Branch1][C][=O],436,16505155,5.4776,825
6623,[N][Ring1][#Branch2][C][=Branch1][C][=O],436,16504719,5.4777,825.2
6624,[C][C][N][Ring1][P],436,16504283,5.4779,825.3
6625,[Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],436,16503847,5.478,825.4
6626,[#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],436,16503411,5.4781,825.6
6627,[=Branch1][C][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],436,16502975,5.4783,825.7
6628,[C@@][Ring1][Branch2][Branch1][C][C],436,16502539,5.4784,825.8
6629,[=C][C][=N][S][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],436,16502103,5.4786,825.9
6630,[C][Branch1][C][S],435,16501668,5.4787,826.1
6631,[C@@H1][Branch1][Ring1][C][C],435,16501233,5.4789,826.2
6632,[C@@][Ring2][Ring1][#Branch2],435,16500798,5.479,826.3
6633,[C][N][Branch1][P][C][=Branch1][C][=O],435,16500363,5.4792,826.5
6634,[O][N][=Ring1][Branch1][=C],435,16499928,5.4793,826.6
6635,[N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],435,16499493,5.4794,826.7
6636,[C][N][C][=N][C][=N][C][=C][Ring1][=Branch1],435,16499058,5.4796,826.8
6637,[=Branch1][N][C][C][Ring1][Ring1],435,16498623,5.4797,827
6638,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1],435,16498188,5.4799,827.1
6639,[C][=Branch1][C][=O][N][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],435,16497753,5.48,827.2
6640,[N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2],435,16497318,5.4802,827.4
6641,[C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@][Branch1][Ring1][C][C][C][=C][C][N][C][C],435,16496883,5.4803,827.5
6642,[C@H1][C][=Branch1][C][=O],434,16496449,5.4805,827.6
6643,[C][Ring2][Ring1][=Branch1][C],434,16496015,5.4806,827.7
6644,[C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O],434,16495581,5.4807,827.9
6645,[C][=C][Ring1][O][C][=N],434,16495147,5.4809,828
6646,[S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],434,16494713,5.481,828.1
6647,[C][C][N][=C][Branch1][C][C],434,16494279,5.4812,828.2
6648,[C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1],434,16493845,5.4813,828.4
6649,[N][C][=C][C][Branch1][=N],434,16493411,5.4815,828.5
6650,[N][Branch1][Ring2][C][C][Cl],434,16492977,5.4816,828.6
6651,[N][C][=N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1],434,16492543,5.4818,828.8
6652,[C][=C][C][=C][N][Ring1][=Branch2][Ring1][=Branch1],434,16492109,5.4819,828.9
6653,[S][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=O],434,16491675,5.482,829
6654,[Branch1][C][O][C@H1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@@][Ring1],434,16491241,5.4822,829.2
6655,[C][N][C][=Branch1][C][=O][C][Ring1][=Branch1],433,16490808,5.4823,829.3
6656,[C][=C][C][=C][N][=C][Ring1][=Branch1][Cl],433,16490375,5.4825,829.5
6657,[C][Branch1][C][F][=C][Ring1][#Branch1][F],433,16489942,5.4826,829.6
6658,[C][N][C][=N][C][=C][Branch1],433,16489509,5.4828,829.7
6659,[N][C][C][C][Branch1][Branch2],433,16489076,5.4829,829.8
6660,[C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C],433,16488643,5.483,829.9
6661,[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1],433,16488210,5.4832,830
6662,[C][=N][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1],433,16487777,5.4833,830.2
6663,[C][=C][C][=C][NH1][C][=N],433,16487344,5.4835,830.3
6664,[C][=C][C][=C][C][Branch2][Ring2][#Branch1],433,16486911,5.4836,830.4
6665,[O][=S][=Branch1][C][=O][Branch1][#Branch2],433,16486478,5.4838,830.5
6666,[O][C][C][C][O][C][C][Ring1][=Branch1],433,16486045,5.4839,830.7
6667,[C][/C][Branch1],433,16485612,5.4841,830.8
6668,[Branch2][C][C][C][=Branch1][C][=O][O][=C],433,16485179,5.4842,830.9
6669,[O][=C][Branch1][#Branch2][N][C][=C][C][=C][N][=C][Ring1][=Branch1],433,16484746,5.4843,831
6670,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1],433,16484313,5.4845,831.2
6671,[C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][NH1][Ring1][=N],433,16483880,5.4846,831.3
6672,[C][C][C][N][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1],433,16483447,5.4848,831.4
6673,[C][=N+1][Ring1][=Branch1][O-1],433,16483014,5.4849,831.6
6674,[C][C][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O],432,16482582,5.4851,831.7
6675,[Ring2][Ring2][Branch1][C],432,16482150,5.4852,831.9
6676,[=N][C][=C][C][Branch1],432,16481718,5.4854,832
6677,[C][C][=C][Ring1][#Branch2],432,16481286,5.4855,832.2
6678,[N][=C][Branch2][Ring1][N],432,16480854,5.4856,832.3
6679,[C][N][C][=C][Branch1][=Branch2],432,16480422,5.4858,832.5
6680,[N][C][=C][C][=C][Branch2][Ring1][P],432,16479990,5.4859,832.6
6681,[=N][C][Branch1][#Branch2],432,16479558,5.4861,832.7
6682,[S][Ring2][Ring1][S],432,16479126,5.4862,832.8
6683,[S][Ring1][=Branch1][=Branch1][C][=O][=O],432,16478694,5.4864,833
6684,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],432,16478262,5.4865,833.1
6685,[Branch2][C][=Branch1][C][=O][O][Ring1][Branch2],432,16477830,5.4866,833.2
6686,[N][C][=N][C][=C][Branch1][=C],432,16477398,5.4868,833.3
6687,[Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],432,16476966,5.4869,833.5
6688,[C][=C][C][=C][Branch1][Branch1][O][C][C],432,16476534,5.4871,833.6
6689,[C][Branch2][Ring1][Branch1][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1],432,16476102,5.4872,833.7
6690,[C][Ring2][Ring1][Ring1][=Ring1][#C],432,16475670,5.4874,833.8
6691,[=Branch1][C][=C],431,16475239,5.4875,834
6692,[Ring1][#Branch2][C][=C][Ring1][S],431,16474808,5.4877,834.1
6693,[C][=C][Ring2][Ring1][#Branch1][C],431,16474377,5.4878,834.2
6694,[C][O][C][=C][C][=Branch1][C][=O],431,16473946,5.4879,834.4
6695,[C][=C][N][Branch1][P],431,16473515,5.4881,834.5
6696,[C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O],431,16473084,5.4882,834.6
6697,[C][O][C][=C][C][Branch2][Ring2][Branch2],431,16472653,5.4884,834.7
6698,[C][C][C][=C][S][C][=Ring1][Branch1][C][=Branch1][C][=O],431,16472222,5.4885,834.9
6699,[C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1],431,16471791,5.4887,835
6700,[C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O],431,16471360,5.4888,835.1
6701,[C][C][Branch1][C][C][=N][O][C][=Ring1][=Branch1][C],431,16470929,5.4889,835.2
6702,[=C][Ring2][Ring1][N][C],430,16470499,5.4891,835.3
6703,[C][C][C][C][C][N][C][C],430,16470069,5.4892,835.5
6704,[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring2],430,16469639,5.4894,835.6
6705,[C][=Branch1][C][=O][N][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],430,16469209,5.4895,835.8
6706,[C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O],430,16468779,5.4897,835.9
6707,[C][O][C][=C][C][=C][C][Branch2][Ring2][=Branch2],430,16468349,5.4898,836
6708,[C@H1][Branch1][C][O][C@H1][Branch1][C][C],430,16467919,5.4899,836.2
6709,[=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Ring1][Branch2],430,16467489,5.4901,836.3
6710,[Ring1][O][=C][Ring2][Ring1][Ring1],430,16467059,5.4902,836.4
6711,[C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O],430,16466629,5.4904,836.5
6712,[N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C],430,16466199,5.4905,836.6
6713,[C][Ring2][Ring2][Ring2][=O],430,16465769,5.4907,836.8
6714,[C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][O][C][=C][Ring1][#Branch2],430,16465339,5.4908,836.9
6715,[C][N][C][=Branch1][C][=O][S],429,16464910,5.491,837
6716,[C][C][=C][Branch1][C][Br],429,16464481,5.4911,837.2
6717,[O][C][=Branch1][C][=S],429,16464052,5.4912,837.3
6718,[O][C][=N][C][=C][Branch1],429,16463623,5.4914,837.4
6719,[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],429,16463194,5.4915,837.5
6720,[C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],429,16462765,5.4917,837.7
6721,[N][C][C][N][Branch1][=C][C][=Branch1][C][=O],429,16462336,5.4918,837.8
6722,[Branch1][C][C][C@H1][Ring1][#C],429,16461907,5.492,837.9
6723,[C][C@@H1][Branch1][=C],429,16461478,5.4921,838.1
6724,[O][=S][=Branch1][C][=O][Branch2][Ring1],429,16461049,5.4922,838.2
6725,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],429,16460620,5.4924,838.3
6726,[C][C][Ring2][Ring1][Ring1][=O],429,16460191,5.4925,838.5
6727,[O][=C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],429,16459762,5.4927,838.6
6728,[C@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O],429,16459333,5.4928,838.7
6729,[C][Branch2][Ring1][O][C],428,16458905,5.493,838.9
6730,[C][O][Ring1][=Branch2],428,16458477,5.4931,839
6731,[C][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O],428,16458049,5.4932,839.2
6732,[N][=Ring1][=C],428,16457621,5.4934,839.3
6733,[O][C][Ring2][Ring1][Branch2],428,16457193,5.4935,839.4
6734,[=N][C][Branch1][O],428,16456765,5.4937,839.6
6735,[C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2],428,16456337,5.4938,839.8
6736,[C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1],428,16455909,5.494,839.9
6737,[C][=C][Branch1][Ring2][S][Ring1][Branch1][C],428,16455481,5.4941,840
6738,[O][C][O][S][Branch1][C][N][=Branch1][C][=O][=O],428,16455053,5.4942,840.1
6739,[C][C][=C][C][Branch1][C][O][=N],428,16454625,5.4944,840.3
6740,[C][=Branch1][C][=O][C][=C][C@@H1],428,16454197,5.4945,840.4
6741,[=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][O][O][C],428,16453769,5.4947,840.5
6742,[N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O],428,16453341,5.4948,840.6
6743,[=N+1][Branch1][C][C],427,16452914,5.495,840.8
6744,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N],427,16452487,5.4951,840.9
6745,[Ring1][C][C][=N],427,16452060,5.4952,841
6746,[C][=Ring2][Ring2],427,16451633,5.4954,841.2
6747,[C][=C][Branch1][C][O][C][=C],427,16451206,5.4955,841.3
6748,[NH1][Ring2][Ring1][#Branch2],427,16450779,5.4957,841.5
6749,[C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch2],427,16450352,5.4958,841.6
6750,[O][=C][Branch2][Ring2][P],427,16449925,5.496,841.7
6751,[C][C][C@][Ring1][=Branch1],427,16449498,5.4961,841.8
6752,[C][Branch2][Branch1][=Branch1],427,16449071,5.4962,842
6753,[C][C][C][N][C][C][Ring1][=Branch1][C],427,16448644,5.4964,842.1
6754,[N][Branch1][Ring1][C][=O],427,16448217,5.4965,842.2
6755,[N][C][C][C][N][C][C][Ring1][=Branch1],427,16447790,5.4967,842.4
6756,[C][Branch1][C][C][Branch1][C][C][C][C][C][Ring1][#Branch2],427,16447363,5.4968,842.5
6757,[C][=C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],427,16446936,5.497,842.6
6758,[S][C][=C][C][=Ring1][Branch1],427,16446509,5.4971,842.8
6759,[N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O],427,16446082,5.4972,842.9
6760,[C][=C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2],427,16445655,5.4974,843
6761,[O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C],427,16445228,5.4975,843.1
6762,[C@][Ring2][Ring2],426,16444802,5.4977,843.3
6763,[C][=Branch1][P],426,16444376,5.4978,843.4
6764,[C][=C][C][Branch1][C][O][=C][Branch1],426,16443950,5.4979,843.5
6765,[C][=C][C][=C][N][Ring1][Branch1],426,16443524,5.4981,843.6
6766,[C][C@H1][Branch1][#C],426,16443098,5.4982,843.7
6767,[C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],426,16442672,5.4984,843.9
6768,[N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O],426,16442246,5.4985,844
6769,[C][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1],426,16441820,5.4987,844.1
6770,[C][=C][Branch1][C][F][C][=C][Branch1][C][F][C][=C][Ring1][Branch2],426,16441394,5.4988,844.2
6771,[C][=C][NH1][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch2][Ring1][#Branch1],426,16440968,5.4989,844.4
6772,[C][=C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2][C][=C][C][Ring1][P],426,16440542,5.4991,844.5
6773,[NH1][Ring1],425,16440117,5.4992,844.7
6774,[N][Branch1][Ring1],425,16439692,5.4994,844.8
6775,[C][=Branch1][C][=O][N][C][C][C][C][C][Ring1],425,16439267,5.4995,844.9
6776,[C][C][=Branch1][C][=O][N][Branch1][C][C][C][C],425,16438842,5.4997,845
6777,[O][=C][Ring2][Ring1][Ring1],425,16438417,5.4998,845.1
6778,[/C][=C][/C][=Branch1][C][=O][N][C][C],425,16437992,5.4999,845.3
6779,[N][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],425,16437567,5.5001,845.4
6780,[C][=C][C][Branch2][Ring2][=C],425,16437142,5.5002,845.5
6781,[C][C][Ring1][P][=O],425,16436717,5.5004,845.7
