step,pair,freq,total_tokens,compression,time_sec
4365,[N][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],724,17759460,5.0907,532.8
4366,[C][C][N][Branch1][P],723,17758737,5.0909,532.9
4367,[C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch1],723,17758014,5.0911,533
4368,[C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1],723,17757291,5.0913,533.2
4369,[C][=C][Ring1][=Branch1][C][=N][N][Ring1][Branch1],723,17756568,5.0915,533.3
4370,[N][C][=N][C][=C][C][=C],722,17755846,5.0917,533.4
4371,[C][C][C][C][O][C][=C][C][=C],722,17755124,5.0919,533.5
4372,[C][O][C][=C][C][Branch1][#Branch2],722,17754402,5.0921,533.7
4373,[C@H1][C@H1][Branch1],721,17753681,5.0924,533.8
4374,[C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch2][Ring1][#Branch1],721,17752960,5.0926,533.9
4375,[N][C][=C][C][=C][Branch1][S],720,17752240,5.0928,534
4376,[Ring2][Ring1][#Branch1][O],720,17751520,5.093,534.2
4377,[C][Branch2][Branch1][Ring1],720,17750800,5.0932,534.3
4378,[=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],720,17750080,5.0934,534.4
4379,[N][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],720,17749360,5.0936,534.5
4380,[C][O][C][=C][C][=C][C][Branch1],719,17748641,5.0938,534.7
4381,[=C][Ring2][Ring1][O][C],719,17747922,5.094,534.8
4382,[C][=C][C][=C][Branch2][Ring1][O][C],719,17747203,5.0942,534.9
4383,[O][=C][Branch2][Ring1][O][C],719,17746484,5.0944,535.1
4384,[C][=C][Ring1][S][O][C],719,17745765,5.0946,535.2
4385,[C][O][C][=C][Branch1][C][O],719,17745046,5.0948,535.3
4386,[C][C][N][Branch1][=N][C][=Branch1][C][=O],719,17744327,5.095,535.5
4387,[C][S][C][=Branch1][C][=S],719,17743608,5.0952,535.6
4388,[C][=C][N][Ring1][Branch1][C][C],719,17742889,5.0954,535.7
4389,[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N],719,17742170,5.0957,535.8
4390,[C][C][Branch1][C][C][C][=Branch1][C][=O],718,17741452,5.0959,536
4391,[C][C@@H1][Ring1][Branch1],718,17740734,5.0961,536.1
4392,[C][=N][Ring2][Ring1][=N],718,17740016,5.0963,536.2
4393,[C][=C][C][=C][Branch1][O][O][C][C],718,17739298,5.0965,536.3
4394,[C][O][C][=C][C][=C][C][Branch2][Ring1][=N],717,17738581,5.0967,536.5
4395,[C][Br],716,17737865,5.0969,536.6
4396,[N][C][=Branch1][C][=O][O][C][C],716,17737149,5.0971,536.7
4397,[C][=Branch1][#C],716,17736433,5.0973,536.8
4398,[C][C][O][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1],716,17735717,5.0975,536.9
4399,[C][=C][C][=C][C][Branch2][Ring1][P],716,17735001,5.0977,537
4400,[C][C][=C][Branch2][Ring1][Branch2],716,17734285,5.0979,537.2
4401,[C@@][Branch1][C][C][Branch1][Ring1][C][O],716,17733569,5.0981,537.3
4402,[C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N],716,17732853,5.0983,537.4
4403,[#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2],716,17732137,5.0985,537.5
4404,[N][C@@H1][Branch1][Ring1][C][O],715,17731422,5.0987,537.6
4405,[C][N][C][C@H1][Branch1],715,17730707,5.099,537.7
4406,[C][O][C][Branch1][C][C][Branch1][C][C],715,17729992,5.0992,537.8
4407,[N][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C],715,17729277,5.0994,537.9
4408,[C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1],715,17728562,5.0996,538.1
4409,[C][C][=Branch1][C][=O][O][C][C@H1][O][C@@H1],715,17727847,5.0998,538.2
4410,[C][=C][C][=C][C][=C][Ring2][Ring1][Ring1][Ring1][=Branch1],715,17727132,5.1,538.3
4411,[Branch1][C][O][C@H1][Branch1][C][O],714,17726418,5.1002,538.4
4412,[N][=C][Ring2][Ring1][O],714,17725704,5.1004,538.6
4413,[C][=Branch1][C][=O][N][C@H1][Branch1][C][C],714,17724990,5.1006,538.7
4414,[N][C][=C][C][Branch1][C][F][=C],714,17724276,5.1008,538.8
4415,[C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N],714,17723562,5.101,539
4416,[C][C@@H1][Branch1][Ring1][C][O][N][C][C@@H1][Branch1][C][C],714,17722848,5.1012,539.1
4417,[/C][=C][\O],713,17722135,5.1014,539.2
4418,[O][S][=Branch1][C][=O][=Branch1][C][=O][O],713,17721422,5.1016,539.4
4419,[C][C][C][C][C][/C][=C][\C],713,17720709,5.1018,539.5
4420,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C],712,17719997,5.102,539.6
4421,[C][O][C][Ring1][Branch1],712,17719285,5.1022,539.8
4422,[N][C][C@H1][Branch1][C][C],712,17718573,5.1024,539.9
4423,[Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O],712,17717861,5.1026,540.1
4424,[=C][C][=C][Ring2][Ring1][C][F],712,17717149,5.1029,540.2
4425,[O][C][Ring1][=Branch2],711,17716438,5.1031,540.3
4426,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][F],711,17715727,5.1033,540.4
4427,[C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2],711,17715016,5.1035,540.6
4428,[C][=C][Ring1][#C][O][C],711,17714305,5.1037,540.7
4429,[=C][C][=C][Ring2][Ring1][#C],711,17713594,5.1039,540.8
4430,[C][N][Branch1][C][C][C][C][C][C],711,17712883,5.1041,540.9
4431,[N][N][=C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1],711,17712172,5.1043,541
4432,[N][=C][Branch1][C][N][N][C][C][C][C@@H1],711,17711461,5.1045,541.1
4433,[C][=C][Ring1][S][F],710,17710751,5.1047,541.2
4434,[N][C][C][C][C][Ring1][Ring2],710,17710041,5.1049,541.4
4435,[C][N][=C][Branch1][C][N],710,17709331,5.1051,541.5
4436,[C@H1][Ring2][Ring1][#Branch2],710,17708621,5.1053,541.6
4437,[Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1],710,17707911,5.1055,541.7
4438,[S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1],710,17707201,5.1057,541.8
4439,[/C][=C][/C][=C][C][=C][O][Ring1][Branch1],710,17706491,5.1059,541.9
4440,[NH1][C][Ring1][Branch1][=C][Ring1][=Branch2],710,17705781,5.1061,542.1
4441,[C][C][Ring2][Ring2][#Branch1],710,17705071,5.1063,542.2
4442,[C][=N][C][C][N][Ring1][Branch1],710,17704361,5.1065,542.3
4443,[C][=C][Ring2][Ring2][C][O][C],709,17703652,5.1067,542.4
4444,[N][C][C][C][Branch1][C][O],709,17702943,5.1069,542.5
4445,[C][=C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C],709,17702234,5.1072,542.7
4446,[C@H1][C][C][C@@][Branch1][C][C],708,17701526,5.1074,542.8
4447,[#C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1],708,17700818,5.1076,542.9
4448,[N][C][C][S][C][C][Ring1][=Branch1],708,17700110,5.1078,543.1
4449,[O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2],708,17699402,5.108,543.2
4450,[N][C][#N],707,17698695,5.1082,543.3
4451,[Branch2][=Branch1][#Branch1],707,17697988,5.1084,543.4
4452,[N][N][=N][N][=C][Ring1][Branch1][C],707,17697281,5.1086,543.5
4453,[C@@H1][Branch1][Branch1],706,17696575,5.1088,543.6
4454,[N][C][=Ring1][#C],706,17695869,5.109,543.8
4455,[C][=C][C][=C][C][Branch2][Ring1][=N],705,17695164,5.1092,543.9
4456,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],705,17694459,5.1094,544
4457,[N][C][=Branch2],704,17693755,5.1096,544.1
4458,[C][C@H1][Ring1][Branch1],704,17693051,5.1098,544.2
4459,[N][Ring2][Ring1][O],704,17692347,5.11,544.4
4460,[C][Ring1][N][C][C],703,17691644,5.1102,544.5
4461,[NH1][Ring1][Branch2],703,17690941,5.1104,544.6
4462,[C][C][N][C][C][C][C],703,17690238,5.1106,544.7
4463,[C@H1][Ring2][Ring1][Branch1],703,17689535,5.1108,544.9
4464,[C@H1][Ring2][Ring1][=Branch2],703,17688832,5.111,545
4465,[O][=C][Branch2][Ring1][Branch1][C],702,17688130,5.1112,545.1
4466,[C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],702,17687428,5.1114,545.3
4467,[C][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1],702,17686726,5.1116,545.4
4468,[N+1][Branch1][C][O-1][=C],702,17686024,5.1118,545.5
4469,[=C][C][C@H1],701,17685323,5.112,545.6
4470,[C][C][C][Ring1][#C],701,17684622,5.1122,545.7
4471,[C][=N][N][C][Branch1],701,17683921,5.1124,545.8
4472,[Ring2][Ring2][Ring1][=O],701,17683220,5.1126,545.9
4473,[O][=C][Branch2][Ring2][=N],701,17682519,5.1128,546.1
4474,[C][C][Branch1][C][C][Branch1][C][O],700,17681819,5.113,546.2
4475,[C][=C][Ring2][Ring1][=Branch1][Ring1][=Branch1],700,17681119,5.1133,546.3
4476,[N][C][=C][C][=C][Branch2][Ring1][#Branch2],700,17680419,5.1135,546.4
4477,[O][=C][Branch1][C][O][C][=C][N][Branch1],700,17679719,5.1137,546.6
4478,[S][Ring2][Ring1][O],700,17679019,5.1139,546.7
4479,[C][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],700,17678319,5.1141,546.8
4480,[N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],700,17677619,5.1143,546.9
4481,[C][=C][C][=Branch1][C][=O][O][C][Ring1][#Branch1],700,17676919,5.1145,547
4482,[/C][Ring1][#Branch2],699,17676220,5.1147,547.1
4483,[Branch1][C][C][C][C][Ring1][=Branch1],699,17675521,5.1149,547.3
4484,[C][=C][Ring1][=N][Cl],699,17674822,5.1151,547.4
4485,[C][=N][Ring2][Ring1][N],699,17674123,5.1153,547.5
4486,[C][O][C][=C][C][=C][C][Branch2][Ring1][#C],699,17673424,5.1155,547.6
4487,[C][C][Branch1][C][C][Branch1],698,17672726,5.1157,547.8
4488,[C][=C][Ring2][Ring1][#Branch2][C],698,17672028,5.1159,547.9
4489,[Ring1][Ring1][C],697,17671331,5.1161,548
4490,[C][C][N][Ring1][Branch1][C],697,17670634,5.1163,548.1
4491,[C][=C][Ring1][Branch2][C][=C][N][Branch1][Branch1][C][Ring1][=Branch1][=O],697,17669937,5.1165,548.3
4492,[C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],696,17669241,5.1167,548.4
4493,[C][S][C][C][=Branch1][C][=O],695,17668546,5.1169,548.5
4494,[=C][C][=C][Ring2][Ring1][=C],695,17667851,5.1171,548.7
4495,[C][C][C][C][=Branch1][C][=O][O],695,17667156,5.1173,548.8
4496,[C][=N][C][=C][N][=C][Ring1][=Branch1],695,17666461,5.1175,548.9
4497,[=C][C][Branch1][=N],694,17665767,5.1177,549.1
4498,[C][=C][Ring2][Ring1][Ring1][F],694,17665073,5.1179,549.2
4499,[Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O],694,17664379,5.1181,549.3
4500,[C][N][=C][Branch1][C][S],694,17663685,5.1183,549.5
4501,[C][=C][Ring2][Ring2][#C],693,17662992,5.1185,549.6
4502,[N][C][=C][Branch2][Ring1][Ring1],693,17662299,5.1187,549.7
4503,[S][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],693,17661606,5.1189,549.9
4504,[C][C][=C][C][Branch2][Ring1][#Branch1],693,17660913,5.1191,550
4505,[C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O],693,17660220,5.1193,550.1
4506,[C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],693,17659527,5.1195,550.3
4507,[C@][Ring1][#C][Ring2][Ring1][Ring2],693,17658834,5.1197,550.4
4508,[C][=C][C][=Branch1][Ring2][=C][Ring1],692,17658142,5.1199,550.5
4509,[Branch2][Branch1][S],691,17657451,5.1201,550.7
4510,[=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],691,17656760,5.1203,550.8
4511,[Branch1][C][C][C@H1][Ring1][=C],691,17656069,5.1205,550.9
4512,[C][C][Ring1][Branch2][=O],691,17655378,5.1207,551.1
4513,[C][=C][C][Branch1][C][F][=C][Branch1],691,17654687,5.1209,551.2
4514,[C][N][C][Branch2][Ring1],690,17653997,5.1211,551.3
4515,[N][C][=C][C][=C][Branch1][Branch2],690,17653307,5.1213,551.4
4516,[C][C][=C][C][=C][C][Branch2][Ring1][#Branch2],690,17652617,5.1215,551.5
4517,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1],690,17651927,5.1217,551.6
4518,[C][=C][Branch1][Branch2][C][=Branch1][C][=O][NH1][Ring1][#Branch1],690,17651237,5.1219,551.7
4519,[Ring1][=Branch1][O],689,17650548,5.1221,551.9
4520,[O][C][=C][C][=C][Branch2][Ring1][=Branch2],689,17649859,5.1223,552
4521,[C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O],689,17649170,5.1225,552.1
4522,[O][C][Branch1][=C],688,17648482,5.1227,552.2
4523,[C][C][=C][Branch1][=N],688,17647794,5.1229,552.4
4524,[C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2],688,17647106,5.1231,552.5
4525,[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],688,17646418,5.1233,552.6
4526,[C][=Branch1][C][=O][N][C][C@@H1],688,17645730,5.1235,552.8
4527,[C][=C][N][=C][Branch1][=N],688,17645042,5.1237,552.9
4528,[N][Branch1][#Branch2][C][C][Branch1][C][F][Branch1][C][F][F],688,17644354,5.1239,553
4529,[C][C][Ring1][N][=N],687,17643667,5.1241,553.1
4530,[Ring2][Ring1][O][O],687,17642980,5.1243,553.3
4531,[Ring2][Ring1][N][O],687,17642293,5.1245,553.4
4532,[=C][Ring1][Branch1],686,17641607,5.1247,553.5
4533,[C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring1],686,17640921,5.1249,553.6
4534,[C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O],686,17640235,5.1251,553.7
4535,[C][O][C][=C][C][=C][C][Branch2][Ring2][Ring1],686,17639549,5.1253,553.8
4536,[O][C][O][Ring1][=Branch1][C][=Branch1][C][=O],686,17638863,5.1255,554
4537,[C][=C][C][Branch1][N],685,17638178,5.1257,554.1
4538,[C][C][C][C][C][C][C][N],685,17637493,5.1259,554.2
4539,[N][=C][Ring2][Ring1][#C],685,17636808,5.1261,554.4
4540,[C][O][C][C][N][Branch1],685,17636123,5.1263,554.5
4541,[N][C][Branch1][=N],685,17635438,5.1265,554.6
4542,[N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F],685,17634753,5.1267,554.8
4543,[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O],685,17634068,5.1269,554.9
4544,[/C][Branch1][C][O][=C][\C],685,17633383,5.1271,555
4545,[N][=C][Branch2][Ring2],684,17632699,5.1273,555.2
4546,[C][=C][C][Ring1][P],684,17632015,5.1275,555.3
4547,[C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],684,17631331,5.1277,555.4
4548,[N][C][C][Branch2][Ring1],683,17630648,5.1279,555.5
4549,[C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C],683,17629965,5.1281,555.7
4550,[C][=C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O],683,17629282,5.1283,555.8
4551,[N][C@H1][C][C],683,17628599,5.1285,555.9
4552,[C][Branch1][C][C][C][C][=Branch1][C][=O],682,17627917,5.1287,556.1
4553,[/C][Branch1][C][C][=C][\C],682,17627235,5.1289,556.2
4554,[C][=C][Branch2][Ring1][O],681,17626554,5.1291,556.4
4555,[=C][C][=C][Ring2][Ring1][=N],681,17625873,5.1293,556.5
4556,[Branch1][C][O][C][C@@H1][Branch1][C][C],681,17625192,5.1295,556.6
4557,[C][=C][Ring2][Ring1][=Branch1][F],681,17624511,5.1297,556.8
4558,[C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],681,17623830,5.1299,556.9
4559,[C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],681,17623149,5.1301,557
4560,[N][Ring1][#C][C],681,17622468,5.1303,557.2
4561,[C][=C][Branch2][Ring2][=Branch1],680,17621788,5.1305,557.3
4562,[O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],680,17621108,5.1307,557.4
4563,[#C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],680,17620428,5.1309,557.5
4564,[C][O][C][=C][C][Branch1][S],680,17619748,5.1311,557.6
4565,[C][N][Ring1][=Branch1],679,17619069,5.1313,557.7
4566,[N][C][=N][C][Branch2][Ring1],679,17618390,5.1315,557.8
4567,[Ring1][C][O][=C],679,17617711,5.1317,558
4568,[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],679,17617032,5.1319,558.1
4569,[C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1],679,17616353,5.132,558.2
4570,[O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1],679,17615674,5.1322,558.3
4571,[N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2],679,17614995,5.1324,558.5
4572,[C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1],678,17614317,5.1326,558.6
4573,[N][C][C][N][Branch2][Ring1][=N],678,17613639,5.1328,558.7
4574,[Ring1][#Branch2][C][C][Ring1][S],678,17612961,5.133,558.8
4575,[Ring2][Ring1][=C][=O],678,17612283,5.1332,559
4576,[C][O][C][=C][C][Branch2][Ring2][Ring2],678,17611605,5.1334,559.1
4577,[N][Branch1][P][C][=Branch1][C][=O],678,17610927,5.1336,559.2
4578,[O][=C][C][Branch1][Ring1][O],677,17610250,5.1338,559.4
4579,[C][Ring2][Ring2][#Branch1],677,17609573,5.134,559.5
4580,[C@@][Ring1][Ring2][Branch1],677,17608896,5.1342,559.6
4581,[C][=C][Branch2][Ring1][=Branch1][C],676,17608220,5.1344,559.8
4582,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],676,17607544,5.1346,559.9
4583,[C][=N][C][Branch2][Ring1][Ring2],676,17606868,5.1348,560
4584,[S][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],676,17606192,5.135,560.1
4585,[O][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2],676,17605516,5.1352,560.3
4586,[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],676,17604840,5.1354,560.4
4587,[/C][Branch1][Ring1][C][#N][=C],676,17604164,5.1356,560.5
4588,[/C][Branch1][C][N][=N],676,17603488,5.1358,560.6
4589,[C][C][=C][N][Branch2][Ring1],675,17602813,5.136,560.7
4590,[=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2],675,17602138,5.1362,560.8
4591,[N][Ring1][Branch2][C][C],675,17601463,5.1364,561
4592,[C][O][C][=C][C][Branch2][Ring1][P],675,17600788,5.1366,561.1
4593,[C][=Branch1][C][=O][N][Branch1][#C],675,17600113,5.1368,561.2
4594,[N][C][=N][C][Branch1][=C],675,17599438,5.137,561.3
4595,[/C][=C][\N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O],675,17598763,5.1372,561.5
4596,[C][N][Branch1][#Branch1][C@@H1][Branch1][C][C][C][O][C][=Branch1][C][=O],675,17598088,5.1374,561.6
4597,[C][Branch1][C][C][=N][N][Ring1][=Branch1],674,17597414,5.1376,561.7
4598,[C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C],674,17596740,5.1378,561.8
4599,[N][O][C][C][N][C][C][O][C][C][Ring1][=Branch1],674,17596066,5.138,562
4600,[C][=O],673,17595393,5.1382,562.1
4601,[N][Ring2][Ring1][S],673,17594720,5.1384,562.2
4602,[N][C][=Branch1][C][=O][C][=C][C][=C][NH1],673,17594047,5.1386,562.3
4603,[C@@][Ring2][Ring1][=Branch1],673,17593374,5.1388,562.4
4604,[=N][NH1][C][=Ring1],673,17592701,5.1389,562.5
4605,[C@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O],673,17592028,5.1391,562.6
4606,[C][C][C][=C][O][C][=Ring1],673,17591355,5.1393,562.8
4607,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][#C],673,17590682,5.1395,562.9
4608,[C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O],673,17590009,5.1397,563
4609,[C][=C][Ring2][Ring1][Branch1][Ring1][=Branch1],672,17589337,5.1399,563.1
4610,[O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],672,17588665,5.1401,563.2
4611,[C][=C][C][Branch2][Ring2][=Branch1],672,17587993,5.1403,563.3
4612,[C@H1][Branch1][C][O][C@@H1][Branch1][C][O],672,17587321,5.1405,563.5
4613,[C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C],672,17586649,5.1407,563.6
4614,[C][C][C][C][O][C][C][Ring1][=Branch1],671,17585978,5.1409,563.7
4615,[C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],671,17585307,5.1411,563.8
4616,[O][C][Branch1][#C],671,17584636,5.1413,564
4617,[C][O][C][=C][C][=C][C][Branch2][Ring2][Ring2],671,17583965,5.1415,564.1
4618,[C][N+1][Branch1][C][C][Branch1][C][C],671,17583294,5.1417,564.2
4619,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][=O],671,17582623,5.1419,564.4
4620,[C][C][C][C][N][Branch1][Branch1][C][C][C][C],671,17581952,5.1421,564.5
4621,[C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],671,17581281,5.1423,564.7
4622,[N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],671,17580610,5.1425,564.8
4623,[Branch1][C][O][C][Branch1][C][Br][=C][Ring1][=Branch2],671,17579939,5.1427,564.9
4624,[C][=N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F],670,17579269,5.1429,565.1
4625,[C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O],670,17578599,5.1431,565.2
4626,[Si][Branch1][C][C][Branch1][C][C],670,17577929,5.1433,565.3
4627,[C][C][=C][C][Branch1][#C],670,17577259,5.1435,565.4
4628,[C][C][=C][C][Branch2][Ring1][#Branch2],670,17576589,5.1437,565.5
4629,[N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O],670,17575919,5.1439,565.6
4630,[Branch2][Ring1][O][C],669,17575250,5.1441,565.8
4631,[C][=C][Branch1][Ring1][C][O],669,17574581,5.1442,565.9
4632,[C][N][C][=C][N][=C][Ring1][Branch1][C],669,17573912,5.1444,566
4633,[Ring1][=Branch1][O][C],668,17573244,5.1446,566.1
4634,[Ring2][C][C][O],668,17572576,5.1448,566.3
4635,[C][C][=C][C][=C][C][Branch2][Ring1][=N],668,17571908,5.145,566.4
4636,[C][=Branch1][Ring2][=N][Ring1][#Branch1],668,17571240,5.1452,566.5
4637,[C][=C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O],668,17570572,5.1454,566.6
4638,[C][C][=N][NH1][C][=Branch1][C][=O][C][=C][Ring1][#Branch1],668,17569904,5.1456,566.8
4639,[C@@H1][O][C@H1],667,17569237,5.1458,566.9
4640,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C],667,17568570,5.146,567
4641,[N][=N][Ring1][Branch1][C],667,17567903,5.1462,567.1
4642,[O][=C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1],667,17567236,5.1464,567.2
4643,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N],666,17566570,5.1466,567.4
4644,[N][=C][N][Ring1][=Branch1],666,17565904,5.1468,567.5
4645,[N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],666,17565238,5.147,567.6
4646,[C][O][C][=C][C][=C][C][Branch2][Ring1][P],666,17564572,5.1472,567.7
4647,[S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring1][#C],666,17563906,5.1474,567.8
4648,[C][N][C][C][C][C][Ring1][Branch1][C][C],666,17563240,5.1476,567.9
4649,[Branch1][Ring2][C][Ring1][#Branch1][C][Ring1][#Branch2],666,17562574,5.1478,568.1
4650,[C][C@@][Branch1][C][C][Branch1][Ring1][O][C],666,17561908,5.148,568.2
4651,[C][=C][C][Ring1][=Branch1][=O],665,17561243,5.1482,568.3
4652,[=N][O][Ring1][=N],665,17560578,5.1484,568.5
4653,[=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],665,17559913,5.1485,568.6
4654,[C][=N][N][=N][NH1][Ring1][Branch1],665,17559248,5.1487,568.8
4655,[Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C],665,17558583,5.1489,568.9
4656,[C][C@@H1][Ring2][Ring1],664,17557919,5.1491,569
4657,[N][C][C][Branch1][C][F][Branch1][C][F][F],664,17557255,5.1493,569.1
4658,[=N][Ring2][Ring2][Ring1],664,17556591,5.1495,569.2
4659,[C][Branch1][C][C][=N][Ring1][=Branch1],664,17555927,5.1497,569.4
4660,[O][=C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],664,17555263,5.1499,569.5
4661,[=C][Ring1][N][C][C],663,17554600,5.1501,569.6
4662,[N][C][C][N][Branch1][#Branch2],663,17553937,5.1503,569.7
4663,[C][=Branch1][C][=O][N][Ring2][Ring1][Ring1],663,17553274,5.1505,569.9
4664,[C][=C][C][=C][C][Branch2][Ring1][#C],663,17552611,5.1507,570
4665,[C][O][C][=C][C][Branch2][Ring1][=C],663,17551948,5.1509,570.1
4666,[N][C][C][C][Branch1][#Branch2],663,17551285,5.1511,570.2
4667,[C][C@][Branch1],663,17550622,5.1513,570.3
4668,[C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],663,17549959,5.1515,570.5
4669,[Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][=Branch2],663,17549296,5.1517,570.6
